opis;klasa
"przy ul. zlotostockiej 6 znajduja sie rowniez odpady zielone
adres podstawienia kontenera: ul.zlotostocka 23 oraz ul. zlotostocka 6
opis miejsca podstawienia kontenera: ul. zlotostocka 23 
ul. zlotostocka 6 rog klimasa - teren zielony
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Strefa Zarzadcy
osoba zglaszajaca prosi o wymiane pojemnika (odpady zmieszane) z uwagi na pekniecia w podstawie. ;Pojemniki/worki na odpady
"prosze o podstawienie pojemnika 18m3
adres podstawienia kontenera: 54-402 wroclaw, ul. szkocka 64
opis miejsca podstawienia kontenera: miejsce wskaza pracownicy portierni
odpady: odpady zielone
pojemniki: kontenery";Strefa Zarzadcy
prosze o dostarczenie workow na odpady zielone na ul. szczesliwa 28- 50 rolek.;Pojemniki/worki na odpady
zgloszenie dotyczy braku odbioru odpadow zielonych prawdopodobnie o trzech miesiecy na ul. nowogrodzka 46 ;Wywoz odpadow
brak wywozu odpadow zmieszanych, pojemniki sa pelne. pani prosi o interwencje w tej sprawie i wyjasnienie.;Wywoz odpadow
"witam,
zwracam sie z prosba o wymiane pojemnika na zmieszane odpady komunalne, gdyz zostal zdeformowany poprzez podpalenie. 
pozdrawiam
adres nieruchomosci: litewska ul.,2
odpady: 
pojemniki: ";Pojemniki/worki na odpady
"witam,
 
w imieniu zarzadzanej przez nas wspolnoty mieszkaniowej nieruchomosci polozonej przy ul. orzechowej 108-114 we wroclawiu, prosze o podstawienie kontenera na gabaryty, ktory prosze postawic przy oslonie smietnikowej orzechowa 108.
 
przy oslonie smietnikowej orzechowa 108 zostaly pod oslona nocy podrzucone gabaryty (balagan).
pozdrawiam,
ewa mosiewicz";Strefa Zarzadcy
"witam
 
prosze o zabranie workow z odpadami zielonymi: orzechowa 46-60
                                                                                                    zaporoska 30-32
                                                                                                    zaporoska 38-40
 
jaroslaw luczak";Wywoz odpadow
"adres nieruchomosci: olbrachtowska ul.,4
odpady: 
pojemniki: ";Wywoz odpadow
"przepelniony pojemnik nie zabierany zgodnie z harmonogramem.
adres nieruchomosci: boleslawiecka ul.,15
odpady: papier i tektura
pojemniki: pojemniki 60 -1100 l";Wywoz odpadow
"witam 
prosze o zagrabienie i wywiezienie lisci z dzialki nr 55/5, am 33, obreb poludnie znajdujacej sie we wnetrzu hallera gajowicka na zapleczu budynku gajowicka 144. 
pozdrawiam 
elzbieta marugi
kierownik bok-10
ul. gajowicka 96a
tel. 071/338 08 73";Sprzatanie miasta
"#@141125#@ ul. kowalskiego 7-9 - odpady - nr zgloszenia
ekosystem  sp. z o.o. , wroclaw                  
zespol dyspozytorow zdium przesyla zgloszenie, zgodnie z kompetencjami do sluzbowego wykorzystania. o podjetych dzialaniach prosimy powiadomic zglaszajaca, poslugujac sie podanym wyzej nr id.  
zglaszajacy : agata stasiewicz
telefon :
telefon komorkowy :
mail : stasiewicz.agata@gmail.com
data  zgloszenia : 09:41:16,2017.11.24
kategoria : inne
podkategoria : odpady w pasie drogowym
 
ulica : kowalskiego jerzego ul.
lokalizacja : ul. kowalskiego, na wysokosci nr 7-9
opis :
prosba o usuniecie odpadow z pobocza gruntowego odcinka ul. kowalskiego (pryzmy starej, scietej trawy, drobne polamane galezie).
zgloszenie podzielono.
wedlug osoby zglaszajacej:
witam;
zglaszam sie z prosba o wstawienie znaku d-4a (droga bez przejazdu) na rogu ulicy jerzego kowalskiego oraz kamila stefki. ulica jerzego kowalskiego jest ulica zamknieta, nieprzejezdna (w zalaczeniu zdjecie betonowego plotu). bardzo duza ilosc kierowcow kierujac sie gpsem oraz starymi mapami probuje przedostac sie ulica kowalskiego do ul. karmelkowej, po czym musza zawracac. koncowka ulicy kowalskiego jest droga nieutwardzona a nagminne zawracanie kierowcow (niekiedy bardzo dynamiczne i nierzadko przez ciezarowki i busy) spowodowalo calkowita dewastacje nawierzchni (kilkukrotnie samochody takze uszkadzaly moj plot). 
przesylam zdjecia nawierzchni oraz kupek zieleni pozostawionej przez ekipe scinajaca trawe trzy miesiace temu (co zglaszalam telefonicznie w ekostystemie oraz w zdiumie ale nie zostalo to oczyszczone w zaden sposob).
w zwiazku z powyzszym zglaszam sie z prosba o pilne postawienie znaku informujacego o braku mozliwosci przejazdu ul. kowalskiego (od numeru 5 - jest to skrzyzowanie z ulica stefki).
zwracamy sie jednoczesnie z prosba o utwardzenie nawierzchni drogi ul. kowalskiego od numeru 5, ktora zgodnie z ustawa jest droga publiczna, lez w zaden sposob nie spelnia jakichkolwiek kryteriow opisanych w ustawie. wszystkie oplaty zwiazane z ta droga pobierane sa przez zdium, takze za stan nawierzchni tej drogi wlasnie zdium jest odpowiedzialny. 
agata biernacka (stasiewicz)
";Sprzatanie miasta
"witam! na przystanku tramwajowym w kier. do centrum o nazwie zachodnia ulegl spaleniu kubelek na smieci
pozdrawiam
adres nieruchomosci: ul. legnicka
rodzaj zgloszenia: pas drogowy - przystanek
odpady: 
pojemniki: ";Pojemniki/worki na odpady
"od ok miesiaca zalegaja worki z trawa i liscmi
adres nieruchomosci: stalowowolska ul.,37
odpady: odpady zielone
pojemniki: worki";Wywoz odpadow
"kolejna wiadomosc z dnia 03.12.2017
ponawiam ponizszy wniosek z 26 lstopada b.r. w zwiazku z pogarszajaca sie sytauacja, jaka obrazuja zalaczone, dzisiejsze fotografie z d.d./ 03.12.2017/ okolo 15:30 i jaka pogarszala sie do poznych godzin nocnych (mimo niezrozumialego, symbolicznego i fragmentarycznego wywozu jakims niespecjalistycznym pojazdem, z niezauwazalnym efektem).
pawel bielous
ul. swidnicka 5/ 12
50-064 wroclaw

niniejszym zglaszam wniosek o nalozenie kary dyscyplinujacej na podmiot odpowiedzialny za obsluge pojemnikow dla tzw. jarmarkow poniewaz powtarza sie coroczna sytuacja - przepelniane, nieoprozniane pojemniki, co prowadzi do gromadzenia smieci wokol pojemnikow i/ lub kierowanie odpadow jarmarcznych do pojemnikow na odpady komunalne, oplacanych z podatkow.
w zal. widoczna jest sytauacja jaka utrzymywala sie w dn. 26-11-2017 od wczesnych godzin przedpoludniowych, do poznych godzin wieczornych w podworzu ul. ofiar oswiecimskich/ swidnickiej/ poblize adresu rynek 25.
pawel bielous
ul. swidnicka 5/ 12
50-064 wroclaw";Inne
"od ponad 3 tygodni firma wywozowa nie odbiera odpadow- plastiku oraz zielonych. prosze o dostarczenie workow (20 szt. na kazdy odpad).
przedmiotowa nieruchomosc zalega w odpadach. prosze o interwencje i pilny odbior odpadow. sytuacja powtarza sie notorycznie( dot.odbioru plastiku i bio).";Wywoz odpadow
skrzyzowanie ulic mewia i jaskolcza , po zabraniu kontenera firma nie uprzatnela terenu pozostawiajac  nie zabrane resztki  odpadow gabarytowych. prosze o uprzatniecie terenu.;Sprzatanie miasta
"czy kontener moglby byc podstawiony w przyszlym tygodniu np. 5 albo 8 grudnia ?
adres podstawienia kontenera: ul. kosciiuszki 142
opis miejsca podstawienia kontenera: nie mamy mozliwosci podstawienia kontenera od strony podworka , czy mozna kontener postawic na chodniku na wysokosci ul. kosciuszki 142 od strony ulicy - wspolnota planuje uprzatniecie strychu z zalegajacych gabarytow .
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Strefa Zarzadcy
"do: wroclawskaspoldzielniasocjalna@gmail.com 
cc: propozycja adresu 
: 
witam,
w nawiazaniu do ponizszej wiadomosci informujemy, ze ze wzgledu na ograniczona liczbe kontenerow nie ma mozliwosci ich dodatkowych podstawien .przypominamy, ze osiedla: olbin, plac grunwaldzki, nadodrze, a takze scisle centrum wroclawia objete sa systemowa obsluga odbioru odpadow wielkogabarytowych zgodne z harmonogramem widniejacym na naszej stronie internetowej www.ekosystem.wroc.pl . ponadto na naszej stronie dostepne sa aktualne miejsca i terminy podstawien kontenerow na odpady wielkogabarytowe.


--------------------------------
dotyczy: wuz
data przyjecia: 2017-11-22 
opis: witam serdecznie
prosilbym o informacje, kiedy mozna by podstawic kontenery na ponizej wyszczegolnione adresy - rzecz jasna mam swiadomosc panstwa ograniczen i ogromu zamowien przy minimalnej liczbie kontenerow, totez ewentualnie jesli nie bedzie to problemem, prosze o informacje, gdzie w okolicy bedziemy mogli znalezc kontener. a oto spis ulic:
1. reja 11
2. grunwaldzka 12a
3. grunwaldzka 40
4. wieckowskiego 4
5. szarzynskiego 43 i 47
6. boczna 5 i 11
7. piekna 48
8. gajowa 8-10
9. struga 3
10. sw. jerzego 21
11. 3 maja 12
12. soltysowicka 11iii
13. walecznych 28
14. roentgena 10 i norwida 15
tylko prosze sie usmiechnac, a nie denerwowac:) mnie to tez smieszy:) a z drugiej strony przeraza...
moglem wymienic juz te adresy o ktore wczesniej prosilem, wiec prosze o wyrozumialosc.
pozdrawiam serdecznie
sebastian borowczyk
adres podstawienia kontenera: kilka adresow:)
opis miejsca podstawienia kontenera: w podworzu
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Inne
prosze o dostarczenie 30 sztuk workow na odpady zielone i 10 sztuk na plastiki. w dniu dzisiejszym tj. 28.11 byl odbior odpadow zielonych ale kolejny raz  firma nie zostawila workow. prosze o realizacje zgloszenia w dniu 28.11.2017. prosze rzucic worki na  posesje. tel 509960029 ul. zimowa 14;Pojemniki/worki na odpady
"bardzo prosze o pilne podstawienie kontenera. przy dwoch oslonach smietnikowych na nieruchomosci lezy mnostwo odpadow wielkogabarytowych.
prosze o przeslanie terminu realizacji.
adres podstawienia kontenera: krolewiecka 31-121
opis miejsca podstawienia kontenera: przy pierwszej oslonie smietnikowej od wjazdu na nieruchomosc
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Strefa Zarzadcy
"adres podstawienia kontenera: ciepla 15a
opis miejsca podstawienia kontenera: dzien dobry,
wiata jest przepelniona gabarytami. prosimy o zabranie gabarytow.
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Strefa Zarzadcy
"podstawienie pojemnika w srodku tygodnia, zdjecie dojazdu,
adres podstawienia kontenera: wroblewskiego 10
opis miejsca podstawienia kontenera: przy budynku, obok wejscia,  brama otwarta
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Strefa Zarzadcy
"nie zabrane smieci zmieszane z nieruchomosci lubuska 72 i 74
adres nieruchomosci: lubuska ul.,74
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60 -1100 l";Wywoz odpadow
prosze o zdyscyplinowanie pracownikow firmy wywozowej, ktorzy nie wstawiaja pojemnikow  do oslony smietnikowej mieszka tam wiele starszych nie majacych sily aby wstawic pojemniki  1,10m3 do oslony smietnikowej. osoba zglaszajac zali sie tez na zachowanie pracownikow firmy. poniewaz po zwroceniu  uwagi stukaja sie w glowe,  i tym samym obrazaja osoby starsze. ul.gliniana 55 tel 530500399;Inne
zgloszenie dotyczy nieposprzatanego terenu na ul.czarnieckiego 40-50 zalegaja liscie  blizej chodnika. prawdopodobnie jest to teren gminny.tel 713559613;Sprzatanie miasta
brak odbioru odpadow zielonych, prosza o zabranie budinpol sp. z  o.o. traktatowa 2;Wywoz odpadow
"prosze o wymiane uszkodzonego pojemnika ( brak klapy zamykajacej) w kolorze zoltym ( segregacja plastikow) w oslonie smietnikowej przy ul. dworcowej 25-29. prosze bardzo o pilna wymiane, gdyz wrazie opadow sniegu moze byc utrudnione jego oproznienie.
adres nieruchomosci: dworcowa ul.,25
odpady: 
pojemniki: ";Pojemniki/worki na odpady
"dzien dobry, kilka razy prosilam o podstawienie kontenera, niestety nie bylo lub byl w miejscu odleglym i nie widocznym dla nas, kolejny raz mial byc podstwiony wczoraj do dzisiaj niem. prosze o informacje zwrotna.
pozdrawiam
alicja walniczek
adres podstawienia kontenera: hallera 14b
opis miejsca podstawienia kontenera: hallera 14b wroclaw
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Pojemniki/worki na odpady
"#@141612#@ ul. ostrowskiego (przystanek 11711) - kosz przystankowy - nr zgloszenia
zglaszajacy : mpk
telefon :
telefon komorkowy :
mail :
data  zgloszenia : 20:37:52,2017.12.03
kategoria : inne
podkategoria : inne
 
ulica : ostrowskiego aleksandra ul.
lokalizacja : ul. ostrowskiego, kierunek od ul. grabiszynskiej do ul. nasturcjowej, strona prawa, przystanku autobusowego nr 11711
opis : wedlug dyspozytora:
zgloszono rozwalony kubel na smieci.

w momencie kontroli w dniu 04.12.2017r., po wczesniejszej interwencji w firmie suez, brak opisanej usterki na wskazanej lokalizacji (zal. fot.).";Sprzatanie miasta
natychmiast odbior pojemnikow plastik, papier + zmieszane  brak odbiory od 2 tyg ;Wywoz odpadow
"dzien dobry,
 
dzialajac w imieniu wspolnoty mieszkaniowej przy ul. zagony 22, 22 a-c we wroclawiu informujemy, ze w dalszym ciagu na
stronie http://ekosystem.wroc.pl/gospodarowanie-odpadami/harmonogram-wywozu-odpadow/ jest blad, wskazujacy bledne
dni wywozu odpadow zmieszanych z ww. nieruchomosci. wprowadza to dezorientacje mieszkancow, ktorzy skladaja reklamacje
o braku wywozu w poniedzialki i srody. 
 
prosimy o uaktualnienie harmonogramu.
 
z powazaniem,
katarzyna panonko
 
drapala zarzadzanie nieruchomosciami";Wywoz odpadow
w dniu dzisiejszym tej. 05.12 byl odbior odpadow zielonych na ul. hiszpanska 12 ale ta nieruchomosc zostala ominieta. prosze o realizacje zgloszenia w dniu dzisiejszym tel. 607272197;Wywoz odpadow
podstawienie pojemnika na odpady zielone.;Pojemniki/worki na odpady
"#@141746#@ warzywnicza 4 - odpady. - nr zgloszenia
zespol dyspozytorow zarzadu drog i utrzymania miasta we wroclawiu prosi o podjecie, w ponizszej sprawie, stosownych dzialan bedacych w panstwa kompetencji.
z powazaniem: jozef uhryn

zglaszajacy : zarzad zasobu komunalnego
telefon :
telefon komorkowy :
mail :
data  zgloszenia : 13:09:28,2017.12.06
kategoria : inne
podkategoria : odpady w pasie drogowym
 
ulica : warzywnicza ul.
lokalizacja : ul. warzywnicza 4.
opis : odpady w pasie drogowym.";Sprzatanie miasta
"w dalszym ciagu brak reakcji!!!. prosze o odbior odpadow zielonych.
krzysztof lewek
polabian 36 wroclaw
od: krzysztof lewek <krzysztof.lewek@interia.pl>
do: bok.krzyki@trans-formers.com.pl; 
wyslane: 13:41 piatek 2017-12-01
temat: odpady zielona

w dniu dzisiejszym powinny byc odebrane odpady zielone. worki przy mojej posesji nie zostaly odebrane. prosze o natychmiastowa interwencje i pozostawienie workow na wymiane.
krzysztof lewek
polabian 36 wroclaw";Wywoz odpadow
"dobry wieczor. 
szanowni panstwo, pol roku po moim zgloszeniu [request id :##45130##] i dostawieniu przez panstwa trzech nowych pojemnikow (za co serdecznie, ponownie dziekujemy) na skrzyzowaniu ulic miedzyleskiej i klimasa pisze ponownie z prosba o kolejne pojemniki.
jesienia zostaly oddane do uzytku dwa nowe etapy mieszkan na osiedlu lokum di trevi i ilosc spacerowiczow przekracza pojemnosc obecnych pojemnikow. glownie laduja w nich psie kupy (zalaczam zdjecie), oraz odpady typowe dla takich miejsc, papierki po lodach, chipsach, butelki po napojach, puszki po piwach. widac, ze zapotrzebowanie jest a innych pojemnikow w poblizu brak. dlatego zwracam sie do panstwa z uprzejma prosba o dostawienie dwoch nowych pojemnikow przy ulicy miedzyleskiej - zalaczam mapke z sugerowanymi miejscami (na czerwono) oraz juz dostawionymi pojemnikami pol roku temu (na zielono). prosze o rozpatrzenie prosby i przychylenie sie do niej.
pozdrawiam
pawel chorazewski
adres nieruchomosci: miedzyleska ul.,1
odpady: 
pojemniki: ";Pojemniki/worki na odpady
"#@141718#@ ul. samborska / rakietowa - kosz uliczny - nr zgloszenia
zglaszajacy : obywatel
telefon :
telefon komorkowy :
mail :
data  zgloszenia : 16:54:07,2017.12.05
kategoria : inne
podkategoria : inne
 
ulica : samborska ul.
lokalizacja : ul. samborska, przed ul. rakietowa, strona prawa, chodnik
opis : 
wyrwany, uszkodzony, przewrocony kosz uliczny.
wedlug zglaszajacego:
wyrwany z chodnika kosz na smieci. /rb";Sprzatanie miasta
"dzien dobry
prosze o podstawienie pojemnika na gabaryty na wm przy ul. strzegomskiej 202.
z powazaniem
 
irena pindak";Strefa Zarzadcy
"adres podstawienia kontenera: grabiszynska 94
opis miejsca podstawienia kontenera: na szczycie budynku -obok oslony smietnikowej
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Strefa Zarzadcy
brak odbioru plastiku z ul. mlodziezowa 10f w dniu dzisiejszym  tj. 07.12 byl odbior ale z tej nieruchomosci nie odebrano plastiku. prosze o realizacje zgloszenia w dniu dzisiejszym.;Wywoz odpadow
"prosimy o informacje o terminie podstawienia kontenera
adres podstawienia kontenera: ul. sliczna 44
opis miejsca podstawienia kontenera: ul. sliczna 44 na trawniku za kioskiem ruch przy ulozonych galeziach
odpady: odpady zielone
pojemniki: kontenery";Pojemniki/worki na odpady
"adres podstawienia kontenera: grabiszynska/stalowa
opis miejsca podstawienia kontenera: w podworku miedzy blokami -obok oslony smietnikowej
odpady: odpady zielone
pojemniki: kontenery";Pojemniki/worki na odpady
w dniu 06-11-2017 brak wywozy odpadow tworzyw sztucznych z nieruchomosci unruga 88 (domek jednorodzinny, slepa uliczka). worki zostaly wystawione wieczorem dzien wczesniej. poinformowano o czestotliwosci odbioru ww. odpadow oraz o harmonogramie na najblizszy termin wywozu.;Wywoz odpadow
"prosze o kontakt z naszym konserwatorem marcinem owczarkiem tel. 603-693-593. pan marcin jest dostepny na osiedlu w godzinach 7:00 -15:00, prosze o kontakt ze strony kierowcy jak bedzie jechal z kontenerem na osiedle aby pan marcin otworzyl szlaban i wskazal miejsce postawienia kontenera przy budynku na wolnym miejscu postojowym.
adres podstawienia kontenera: zwycieska 25-35
opis miejsca podstawienia kontenera: 18-12-2017 - zwycieska 25-35 na wolnym miejscu postojowym.
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Inne
na terenie nieruchomosci, przy pojemnikach do segregacji, kolo trafostacji;Strefa Zarzadcy
"wlasciciel nieruchomosci dembowskiego nr 43 prosi o zwrocenie uwagi badz pouczenie ekipom odbierajacym odpady, aby autem nie wjezdzac na ww. posesje wjazdem do garazu z uwagi, ze podjazd jest juz rozjechany na poziomie terenu przez duze auta odbierajace odpady.
kontakt tel. do pani 713482401.";Inne
"adres podstawienia kontenera: skwierzynska 37
opis miejsca podstawienia kontenera: oslona smietnikowa
odpady: odpady wielkogabarytowe
pojemniki: kontenery";Strefa Zarzadcy
"ul.solskiego13 ul.wiejska24 wroclaw
zespol szkolno przedszkolny nr9 wroclaw
(gabaryty)";Strefa Zarzadcy
"zgloszenie crm z-5306484-l1q4p2   wymaga odpowiedzi 
tresc:
firma sprzatajaca nie wywiozla wszystkich smieci spod drzewa obok garazy. 
odpowiedz prosze przeslac n adres malgorzata.lewandowska@ekosystem.wroc.pl";Wywoz odpadow
